REFSEQ	parent
XM_014906431	FBgn0092200
XM_014906432	FBgn0092200
XM_001961812	FBgn0092201
XM_001961814	FBgn0092202
XM_001961815	FBgn0092203
XM_001961816	FBgn0092204
XM_001961817	FBgn0092205
XM_001961818	FBgn0092206
XM_001961826	FBgn0092207
XM_001961828	FBgn0092208
XM_001961829	FBgn0092209
XM_001961834	FBgn0092214
XM_001961839	FBgn0092219
XM_001961840	FBgn0092220
XM_014906433	FBgn0092221
XM_014906434	FBgn0092221
XM_014906435	FBgn0092221
XM_014906436	FBgn0092221
XM_014906437	FBgn0092221
XM_014906438	FBgn0092221
XM_001961846	FBgn0092221
XM_001961848	FBgn0092222
XM_014906439	FBgn0092222
XM_001961849	FBgn0092223
XM_014906440	FBgn0092223
XM_014906441	FBgn0092223
XM_014906442	FBgn0092223
XM_001961850	FBgn0092224
XM_014906443	FBgn0092224
XM_001961855	FBgn0092225
XM_001961857	FBgn0092226
XM_001961858	FBgn0092227
XM_014906444	FBgn0092227
XM_001961859	FBgn0092228
XM_001961864	FBgn0092229
XM_001961866	FBgn0092230
XM_001961868	FBgn0092231
XM_001961870	FBgn0092232
XM_001961872	FBgn0092234
XM_014906445	FBgn0092234
XM_001961873	FBgn0092235
XM_014906446	FBgn0092235
XM_001961880	FBgn0092237
XM_014906447	FBgn0092237
XM_014906448	FBgn0092237
XM_001961882	FBgn0092238
XM_001961883	FBgn0092239
XM_014906449	FBgn0092239
XM_001961888	FBgn0092240
XM_001961891	FBgn0092241
XM_014906450	FBgn0092241
XM_014906451	FBgn0092241
XM_014906452	FBgn0092241
XM_014906453	FBgn0092241
XM_001961893	FBgn0092242
XM_001961895	FBgn0092243
XM_001961896	FBgn0092244
XM_001961903	FBgn0092245
XM_001961904	FBgn0092246
XM_014906454	FBgn0092246
XM_014906455	FBgn0092246
XM_001961905	FBgn0092247
XM_014906456	FBgn0092247
XM_001961906	FBgn0092248
XM_001961908	FBgn0092249
XM_001961911	FBgn0092250
XM_014906457	FBgn0092251
XM_014906458	FBgn0092251
XM_001961913	FBgn0092251
XM_014906459	FBgn0092251
XM_014906460	FBgn0092251
XM_001961917	FBgn0092253
XM_014906461	FBgn0092253
XM_014906462	FBgn0092253
XM_001961918	FBgn0092254
XM_001961921	FBgn0092256
XM_001961926	FBgn0092258
XM_001961928	FBgn0092259
XM_001961930	FBgn0092260
XM_001961932	FBgn0092261
XM_014906463	FBgn0092261
XM_001961934	FBgn0092262
XM_001961935	FBgn0092263
XM_001961936	FBgn0092264
XM_001961941	FBgn0092265
XM_001961943	FBgn0092266
XM_014906464	FBgn0092266
XM_001961944	FBgn0092267
XM_001961946	FBgn0092268
XM_001961947	FBgn0092269
XM_014906465	FBgn0092269
XM_014906466	FBgn0092269
XM_014906467	FBgn0092269
XM_001961952	FBgn0092270
XM_001961956	FBgn0092271
XM_001961965	FBgn0092272
XM_001961967	FBgn0092273
XM_001961972	FBgn0092274
XM_001961973	FBgn0092275
XM_014906468	FBgn0092275
XM_014906469	FBgn0092275
XM_014906470	FBgn0092275
XM_014906471	FBgn0092275
XM_001961974	FBgn0092276
XM_014906472	FBgn0092278
XM_001961976	FBgn0092278
XM_014906473	FBgn0092278
XM_014906474	FBgn0092278
XM_014906475	FBgn0092278
XM_001961977	FBgn0092279
XM_014906476	FBgn0092279
XM_001961978	FBgn0092280
XM_014906477	FBgn0092281
XM_001961980	FBgn0092282
XM_001961985	FBgn0092283
XM_001961987	FBgn0092284
XM_001961989	FBgn0092285
XM_001961991	FBgn0092286
XM_001961999	FBgn0092288
XM_001962001	FBgn0092289
XM_014906478	FBgn0092289
XM_001962003	FBgn0092290
XM_001962005	FBgn0092291
XM_014906479	FBgn0092291
XM_001962008	FBgn0092292
XM_001962009	FBgn0092293
XM_014906480	FBgn0092293
XM_014906481	FBgn0092293
XM_014906482	FBgn0092293
XM_014906483	FBgn0092293
XM_014906484	FBgn0092294
XM_014906485	FBgn0092294
XM_014906486	FBgn0092294
XM_014906487	FBgn0092294
XM_001962010	FBgn0092294
XM_001962012	FBgn0092295
XM_014906488	FBgn0092295
XM_014906489	FBgn0092295
XM_014906490	FBgn0092295
XM_001962013	FBgn0092296
XM_014906491	FBgn0092296
XM_001962014	FBgn0092297
XM_001962016	FBgn0092298
XM_001962017	FBgn0092299
XM_001962018	FBgn0092300
XM_014906492	FBgn0092300
XM_001962021	FBgn0092301
XM_001962023	FBgn0092302
XM_001962028	FBgn0092303
XM_001962029	FBgn0092304
XM_001962031	FBgn0092305
XM_014906493	FBgn0092305
XM_001962033	FBgn0092306
XM_014906494	FBgn0092306
XM_001962036	FBgn0092307
XM_001962037	FBgn0092308
XM_001962038	FBgn0092309
XM_001962039	FBgn0092310
XM_001962040	FBgn0092311
XM_001962041	FBgn0092312
XM_001962043	FBgn0092313
XM_001962046	FBgn0092314
XM_001962049	FBgn0092315
XM_001962050	FBgn0092316
XM_001962053	FBgn0092317
XM_001962054	FBgn0092318
XM_001962055	FBgn0092319
XM_001962056	FBgn0092320
XM_001962058	FBgn0092321
XM_001962062	FBgn0092322
XM_001962064	FBgn0092323
XM_001962066	FBgn0092324
XM_001962067	FBgn0092325
XM_001962068	FBgn0092326
XM_001962069	FBgn0092327
XM_001962070	FBgn0092328
XM_001962075	FBgn0092330
XM_001962079	FBgn0092331
XM_014906495	FBgn0092332
XM_001962080	FBgn0092332
XM_001962082	FBgn0092333
XM_001962087	FBgn0092334
XM_001962091	FBgn0092335
XM_001962092	FBgn0092336
XM_014906496	FBgn0092336
XM_001962094	FBgn0092337
XM_014906497	FBgn0092337
XM_001962096	FBgn0092338
XM_001962097	FBgn0092339
XM_001962100	FBgn0092340
XM_001962101	FBgn0092341
XM_001962103	FBgn0092342
XM_001962104	FBgn0092343
XM_014906498	FBgn0092343
XM_001962110	FBgn0092344
XM_001962112	FBgn0092345
XM_001962113	FBgn0092346
XM_001962115	FBgn0092347
XM_001962116	FBgn0092348
XM_001962118	FBgn0092349
XM_001962120	FBgn0092350
XM_014906499	FBgn0092350
XM_001962122	FBgn0092351
XM_001962124	FBgn0092352
XM_001962126	FBgn0092353
XM_001962128	FBgn0092354
XM_001962130	FBgn0092355
XM_001962134	FBgn0092356
XM_014906500	FBgn0092356
XM_001962137	FBgn0092357
XM_001962138	FBgn0092358
XM_001962139	FBgn0092359
XM_001962141	FBgn0092360
XM_001962147	FBgn0092362
XM_001962148	FBgn0092363
XM_014906501	FBgn0092363
XM_001962152	FBgn0092365
XM_001962153	FBgn0092366
XM_014906502	FBgn0092366
XM_001962156	FBgn0092367
XM_014906503	FBgn0092367
XM_014906504	FBgn0092367
XM_001962162	FBgn0092368
XM_014906505	FBgn0092369
XM_001962164	FBgn0092370
XM_001962167	FBgn0092371
XM_001962168	FBgn0092372
XM_001962170	FBgn0092373
XM_001962172	FBgn0092374
XM_001962174	FBgn0092375
XM_001962180	FBgn0092376
XM_014906506	FBgn0092376
XM_014906507	FBgn0092376
XM_001962182	FBgn0092377
XM_014904637	FBgn0092378
XM_001962184	FBgn0092379
XM_014906508	FBgn0092379
XM_001962185	FBgn0092380
XM_001962186	FBgn0092381
XM_001962188	FBgn0092382
XM_001962190	FBgn0092383
XM_001962191	FBgn0092384
XM_014906509	FBgn0092385
XM_014906510	FBgn0092385
XM_014906511	FBgn0092385
XM_014906512	FBgn0092385
XM_014906513	FBgn0092385
XM_014906514	FBgn0092385
XM_014906515	FBgn0092385
XM_014906516	FBgn0092385
XM_014906517	FBgn0092385
XM_014906518	FBgn0092385
XM_014906519	FBgn0092385
XM_001962193	FBgn0092385
XM_014906520	FBgn0092385
XM_014906521	FBgn0092385
XM_014906522	FBgn0092385
XM_014906523	FBgn0092385
XM_014906524	FBgn0092385
XM_014906525	FBgn0092385
XM_014906526	FBgn0092385
XM_014906527	FBgn0092385
XM_014906528	FBgn0092385
XM_014906529	FBgn0092385
XM_014906530	FBgn0092385
XM_014906531	FBgn0092385
XM_014906532	FBgn0092385
XM_014906533	FBgn0092385
XM_014906534	FBgn0092385
XM_014906535	FBgn0092385
XM_014906536	FBgn0092385
XM_014906537	FBgn0092385
XM_001962195	FBgn0092386
XM_014906538	FBgn0092386
XM_001962196	FBgn0092387
XM_001962197	FBgn0092388
XM_001962198	FBgn0092389
XM_001962199	FBgn0092390
XM_001962200	FBgn0092391
XM_001962202	FBgn0092392
XM_001962204	FBgn0092394
XM_014906539	FBgn0092394
XM_014906540	FBgn0092394
XM_001962206	FBgn0092395
XM_014906541	FBgn0092395
XM_001962213	FBgn0092398
XM_001962215	FBgn0092399
XM_001962216	FBgn0092400
XM_014906542	FBgn0092400
XM_001962218	FBgn0092401
XM_001962221	FBgn0092402
XM_001962225	FBgn0092403
XM_001962227	FBgn0092405
XM_001962230	FBgn0092407
XM_001962234	FBgn0092408
XM_001962237	FBgn0092409
XM_001962239	FBgn0092411
XM_001962241	FBgn0092412
XM_001962242	FBgn0092413
XM_001962243	FBgn0092414
XM_014906543	FBgn0092414
XM_001962245	FBgn0092415
XM_001962247	FBgn0092416
XM_001962248	FBgn0092417
XM_001962250	FBgn0092418
XM_001962253	FBgn0092419
XM_001962254	FBgn0092420
XM_001962255	FBgn0092421
XM_001962257	FBgn0092422
XM_001962261	FBgn0092423
XM_001962268	FBgn0092424
XM_001962269	FBgn0092425
XM_001962270	FBgn0092426
XM_001962271	FBgn0092427
XM_001962274	FBgn0092428
XM_001962277	FBgn0092429
XM_001962280	FBgn0092430
XM_001962282	FBgn0092431
XM_001962284	FBgn0092432
XM_001962288	FBgn0092433
XM_001962289	FBgn0092434
XM_001962290	FBgn0092435
XM_001962292	FBgn0092436
XM_001962293	FBgn0092437
XM_014906544	FBgn0092437
XM_001962295	FBgn0092439
XM_014906545	FBgn0092440
XM_001962296	FBgn0092440
XM_001962303	FBgn0092441
XM_001962306	FBgn0092443
XM_014906546	FBgn0092444
XM_014906547	FBgn0092444
XM_001962307	FBgn0092444
XM_001962308	FBgn0092445
XM_014906548	FBgn0092445
XM_014906549	FBgn0092445
XM_014906550	FBgn0092445
XM_001962310	FBgn0092446
XM_001962311	FBgn0092447
XM_001962313	FBgn0092448
XM_001962315	FBgn0092449
XM_001962318	FBgn0092450
XM_001962321	FBgn0092451
XM_001962326	FBgn0092453
XM_001962328	FBgn0092454
XM_001962330	FBgn0092455
XM_001962331	FBgn0092456
XM_001962332	FBgn0092457
XM_001962334	FBgn0092458
XM_001962336	FBgn0092459
XM_001962341	FBgn0092460
XM_001962347	FBgn0092461
XM_001962350	FBgn0092462
XM_001962352	FBgn0092463
XM_001962354	FBgn0092464
XM_001962357	FBgn0092465
XM_001962364	FBgn0092466
XM_001962366	FBgn0092467
XM_014906551	FBgn0092467
XM_001962367	FBgn0092468
XM_001962368	FBgn0092469
XM_001962370	FBgn0092470
XM_014906552	FBgn0092470
XM_014906553	FBgn0092470
XM_001962371	FBgn0092471
XM_001962374	FBgn0092472
XM_001962376	FBgn0092473
XM_001962379	FBgn0092475
XM_001962380	FBgn0092476
XM_001962382	FBgn0092477
XM_001962383	FBgn0092478
XM_001962385	FBgn0092479
XM_001962386	FBgn0092480
XM_014906554	FBgn0092480
XM_001962388	FBgn0092481
XM_014906555	FBgn0092481
XM_014906556	FBgn0092481
XM_001962389	FBgn0092482
XM_001962391	FBgn0092483
XM_001962392	FBgn0092484
XM_001962394	FBgn0092485
XM_001962395	FBgn0092486
XM_001962398	FBgn0092488
XM_001962399	FBgn0092489
XM_001962400	FBgn0092490
XM_001962401	FBgn0092491
XM_001962402	FBgn0092492
XM_001962404	FBgn0092493
XM_001962407	FBgn0092494
XM_001962410	FBgn0092495
XM_001962414	FBgn0092496
XM_014906557	FBgn0092496
XM_014906558	FBgn0092498
XM_014906559	FBgn0092498
XM_001962421	FBgn0092499
XM_001962422	FBgn0092500
XM_001962423	FBgn0092501
XM_014906560	FBgn0092501
XM_014906561	FBgn0092501
XM_001962425	FBgn0092502
XM_001962426	FBgn0092503
XM_014906562	FBgn0092503
XM_001962428	FBgn0092504
XM_001962433	FBgn0092505
XM_001962434	FBgn0092506
XM_001962435	FBgn0092507
XM_001962436	FBgn0092508
XM_001962439	FBgn0092510
XM_001962443	FBgn0092511
XM_014906563	FBgn0092511
XM_001962444	FBgn0092512
XM_001962446	FBgn0092513
XM_001962449	FBgn0092514
XM_014906564	FBgn0092514
XM_014906565	FBgn0092514
XM_014906566	FBgn0092514
XM_014906567	FBgn0092514
XM_001962452	FBgn0092515
XM_001962454	FBgn0092516
XM_001962458	FBgn0092517
XM_014906568	FBgn0092517
XM_014906569	FBgn0092517
XM_001962460	FBgn0092518
XM_001962461	FBgn0092519
XM_001962462	FBgn0092520
XM_001962465	FBgn0092521
XM_001962467	FBgn0092522
XM_001962468	FBgn0092523
XM_001962469	FBgn0092524
XM_001962470	FBgn0092525
XM_001962472	FBgn0092526
XM_014906570	FBgn0092526
XM_014906571	FBgn0092526
XM_014906572	FBgn0092526
XM_001962474	FBgn0092527
XM_001962475	FBgn0092528
XM_014906573	FBgn0092528
XM_014906574	FBgn0092528
XM_001962476	FBgn0092529
XM_014906575	FBgn0092529
XM_014906576	FBgn0092530
XM_014906577	FBgn0092530
XM_014906578	FBgn0092530
XM_001962478	FBgn0092530
XM_014906579	FBgn0092530
XM_014906580	FBgn0092530
XM_014906581	FBgn0092530
XM_014906582	FBgn0092530
XM_014906583	FBgn0092530
XM_001962481	FBgn0092531
XM_001962482	FBgn0092532
XM_001962484	FBgn0092533
XM_014906584	FBgn0092533
XM_014906585	FBgn0092533
XM_001962491	FBgn0092534
XM_001962493	FBgn0092535
XM_001962494	FBgn0092536
XM_001962496	FBgn0092537
XM_001962505	FBgn0092538
XM_001962506	FBgn0092539
XM_014906586	FBgn0092539
XM_014906587	FBgn0092539
XM_001962507	FBgn0092540
XM_001962509	FBgn0092541
XM_001962510	FBgn0092542
XM_001962513	FBgn0092543
XM_001962516	FBgn0092544
XM_014906588	FBgn0092544
XM_001962518	FBgn0092545
XM_001962519	FBgn0092546
XM_014906589	FBgn0092546
XM_014906590	FBgn0092546
XM_001962522	FBgn0092547
XM_001962526	FBgn0092548
XM_001962529	FBgn0092549
XM_014906591	FBgn0092549
XM_014906592	FBgn0092549
XM_001962532	FBgn0092550
XM_001962533	FBgn0092551
XM_014906593	FBgn0092552
XM_001962537	FBgn0092553
XM_001962539	FBgn0092554
XM_001962540	FBgn0092555
XM_001962541	FBgn0092556
XM_001962546	FBgn0092557
XM_001962548	FBgn0092558
XM_001962549	FBgn0092559
XM_001962551	FBgn0092560
XM_014906594	FBgn0092560
XM_014906595	FBgn0092560
XM_001962552	FBgn0092561
XM_001962555	FBgn0092563
XM_001962559	FBgn0092564
XM_001962561	FBgn0092565
XM_001962563	FBgn0092566
XM_001962565	FBgn0092567
XM_001962566	FBgn0092568
XM_001962574	FBgn0092569
XM_001962576	FBgn0092570
XM_001962577	FBgn0092571
XM_001962579	FBgn0092572
XM_001962580	FBgn0092573
XM_014906596	FBgn0092573
XM_001962581	FBgn0092574
XM_001962583	FBgn0092575
XM_001962585	FBgn0092577
XM_014906597	FBgn0092577
XM_014906598	FBgn0092577
XM_014906599	FBgn0092577
XM_014906600	FBgn0092577
XM_014906601	FBgn0092577
XM_014906602	FBgn0092577
XM_014906603	FBgn0092577
XM_014906604	FBgn0092577
XM_014906605	FBgn0092577
XM_001962586	FBgn0092578
XM_014906606	FBgn0092578
XM_001962587	FBgn0092579
XM_001962590	FBgn0092580
XM_014906607	FBgn0092580
XM_014906608	FBgn0092580
XM_014906609	FBgn0092580
XM_001962592	FBgn0092581
XM_001962594	FBgn0092582
XM_014906610	FBgn0092582
XM_001962597	FBgn0092583
XM_014906611	FBgn0092583
XM_014906612	FBgn0092583
XM_001962604	FBgn0092585
XM_014906613	FBgn0092585
XM_001962605	FBgn0092586
XM_001962607	FBgn0092587
XM_001962609	FBgn0092588
XM_014906614	FBgn0092588
XM_014906615	FBgn0092588
XM_014906616	FBgn0092588
XM_001962611	FBgn0092589
XM_014906617	FBgn0092589
XM_014906618	FBgn0092589
XM_001962616	FBgn0092590
XM_001962624	FBgn0092591
XM_014906619	FBgn0092591
XM_014906620	FBgn0092591
XM_014906621	FBgn0092591
XM_001962626	FBgn0092592
XM_001962633	FBgn0092594
XM_001962634	FBgn0092595
XM_001962637	FBgn0092596
XM_001962638	FBgn0092597
XM_001962639	FBgn0092598
XM_001962642	FBgn0092599
XM_001962645	FBgn0092600
XM_001962646	FBgn0092601
XM_014906622	FBgn0092602
XM_001962647	FBgn0092602
XM_001962653	FBgn0092603
XM_001962654	FBgn0092604
XM_001962658	FBgn0092605
XM_001962660	FBgn0092606
XM_001962662	FBgn0092608
XM_001962665	FBgn0092610
XM_014906623	FBgn0092610
XM_014906624	FBgn0092610
XM_001962667	FBgn0092611
XM_014906625	FBgn0092611
XM_001962671	FBgn0092612
XM_001962673	FBgn0092613
XM_001962675	FBgn0092614
XM_014906627	FBgn0092614
XM_001962678	FBgn0092615
XM_001962683	FBgn0092616
XM_001962684	FBgn0092617
XM_014906628	FBgn0092619
XM_001962686	FBgn0092619
XM_001962687	FBgn0092620
XM_001962689	FBgn0092621
XM_014906629	FBgn0092621
XM_014906630	FBgn0092621
XM_001962693	FBgn0092622
XM_001962697	FBgn0092623
XM_001962699	FBgn0092624
XM_014906631	FBgn0092624
XM_001962700	FBgn0092625
XM_001962702	FBgn0092626
XM_001962708	FBgn0092627
XM_001962710	FBgn0092628
XM_001962712	FBgn0092629
XM_001962714	FBgn0092630
XM_014906632	FBgn0092632
XM_001962722	FBgn0092633
XM_001962723	FBgn0092634
XM_001962729	FBgn0092636
XM_014906633	FBgn0092636
XM_014906634	FBgn0092636
XM_014906635	FBgn0092638
XM_001962736	FBgn0092640
XM_001962738	FBgn0092641
XM_001962746	FBgn0092642
XM_014906636	FBgn0092642
XM_014906637	FBgn0092643
XM_001962747	FBgn0092643
XM_001962752	FBgn0092644
XM_001962757	FBgn0092645
XM_001962759	FBgn0092646
XM_001962761	FBgn0092647
XM_014906638	FBgn0092647
XM_001962765	FBgn0092648
XM_001962771	FBgn0092649
XM_014906639	FBgn0092649
XM_014906640	FBgn0092649
XM_001962772	FBgn0092650
XM_001962774	FBgn0092651
XM_014906641	FBgn0092651
XM_001962775	FBgn0092652
XM_001962778	FBgn0092653
XM_001962780	FBgn0092654
XM_014906642	FBgn0092654
XM_001962783	FBgn0092655
XM_001962786	FBgn0092656
XM_001962788	FBgn0092657
XM_001962790	FBgn0092658
XM_001962791	FBgn0092659
XM_001962792	FBgn0092660
XM_001962793	FBgn0092661
XM_001962794	FBgn0092662
XM_001962797	FBgn0092663
XM_014906643	FBgn0092663
XM_001962798	FBgn0092664
XM_001962801	FBgn0092665
XM_014906644	FBgn0092665
XM_001962803	FBgn0092666
XM_001962807	FBgn0092667
XM_001962809	FBgn0092668
XM_001962812	FBgn0092669
XM_001962814	FBgn0092670
XM_014906645	FBgn0092670
XM_014906646	FBgn0092670
XM_001962816	FBgn0092671
XM_001962822	FBgn0092672
XM_014906647	FBgn0092672
XM_014906648	FBgn0092672
XM_014906649	FBgn0092672
XM_001962823	FBgn0092673
XM_001962824	FBgn0092674
XM_014906650	FBgn0092674
XM_001962826	FBgn0092675
XM_001962827	FBgn0092676
XM_001962834	FBgn0092677
XM_001962835	FBgn0092678
XM_014906651	FBgn0092679
XM_001962837	FBgn0092679
XM_014906652	FBgn0092679
XM_001962838	FBgn0092680
XM_001962842	FBgn0092681
XM_001962843	FBgn0092682
XM_001962845	FBgn0092683
XM_001962846	FBgn0092684
XM_001962848	FBgn0092685
XM_001962852	FBgn0092687
XM_001962861	FBgn0092690
XM_014906653	FBgn0092692
XM_014906654	FBgn0092692
XM_014906655	FBgn0092692
XM_014906656	FBgn0092692
XM_014906657	FBgn0092692
XM_014906658	FBgn0092692
XM_014906659	FBgn0092692
XM_001962866	FBgn0092694
XM_001962867	FBgn0092695
XM_001962869	FBgn0092696
XM_001962871	FBgn0092697
XM_001962873	FBgn0092698
XM_001962875	FBgn0092699
XM_001962882	FBgn0092701
XM_001962884	FBgn0092702
XM_001962888	FBgn0092703
XM_001962891	FBgn0092704
XM_014906660	FBgn0092704
XM_014906661	FBgn0092704
XM_001962895	FBgn0092705
XM_001962897	FBgn0092706
XM_001962898	FBgn0092707
XM_014906662	FBgn0092707
XM_014906663	FBgn0092707
XM_001962900	FBgn0092709
XM_001965847	FBgn0092710
XM_001962902	FBgn0092711
XM_014906664	FBgn0092711
XM_014906665	FBgn0092711
XM_001962910	FBgn0092712
XM_001962913	FBgn0092713
XM_014906666	FBgn0092713
XM_014906667	FBgn0092713
XM_014906668	FBgn0092713
XM_014906669	FBgn0092713
XM_001962914	FBgn0092714
XM_014906670	FBgn0092714
XM_014906671	FBgn0092714
XM_001962915	FBgn0092715
XM_001962916	FBgn0092716
XM_001962917	FBgn0092717
XM_014906672	FBgn0092717
XM_014906673	FBgn0092719
XM_001962919	FBgn0092719
XM_014906674	FBgn0092719
XM_001962920	FBgn0092720
XM_001962922	FBgn0092721
XM_001962925	FBgn0092722
XM_001962926	FBgn0092724
XM_014906675	FBgn0092724
XM_001962927	FBgn0092725
XM_001962932	FBgn0092727
XM_001962933	FBgn0092728
XM_001962935	FBgn0092729
XM_014906676	FBgn0092729
XM_014906677	FBgn0092729
XM_014906678	FBgn0092729
XM_001962937	FBgn0092730
XM_001962938	FBgn0092731
XM_014906679	FBgn0092733
XM_001962944	FBgn0092734
XM_001962946	FBgn0092735
XM_001962947	FBgn0092736
XM_001962948	FBgn0092737
XM_001962950	FBgn0092738
XM_001962951	FBgn0092739
XM_001962952	FBgn0092740
XM_001962953	FBgn0092741
XM_001962954	FBgn0092742
XM_001962957	FBgn0092743
XM_001962959	FBgn0092744
XM_001962961	FBgn0092745
XM_014906680	FBgn0092745
XM_014906681	FBgn0092745
XM_014906682	FBgn0092745
XM_014906683	FBgn0092745
XM_014906684	FBgn0092745
XM_014906685	FBgn0092745
XM_014906686	FBgn0092746
XM_014906687	FBgn0092746
XM_001962962	FBgn0092746
XM_001962967	FBgn0092747
XM_001962968	FBgn0092748
XM_001962970	FBgn0092749
XM_001962971	FBgn0092750
XM_001962972	FBgn0092751
XM_001962974	FBgn0092752
XM_001962975	FBgn0092753
XM_001962979	FBgn0092754
XM_001962982	FBgn0092755
XM_001962984	FBgn0092756
XM_014906688	FBgn0092756
XM_001962987	FBgn0092757
XM_001962988	FBgn0092758
XM_014906689	FBgn0092760
XM_001962992	FBgn0092760
XM_001962993	FBgn0092761
XM_014906690	FBgn0092761
XM_001962995	FBgn0092762
XM_001962996	FBgn0092763
XM_014906691	FBgn0092763
XM_001962997	FBgn0092764
XM_001962998	FBgn0092765
XM_001962999	FBgn0092766
XM_001963003	FBgn0092767
XM_014906692	FBgn0092767
XM_001963007	FBgn0092769
XM_014906693	FBgn0092769
XM_014906694	FBgn0092769
XM_014906695	FBgn0092769
XM_001963008	FBgn0092770
XM_001963010	FBgn0092771
XM_001963011	FBgn0092772
XM_001963013	FBgn0092773
XM_001963018	FBgn0092774
XM_014906696	FBgn0092774
XM_001963020	FBgn0092775
XM_001963021	FBgn0092776
XM_014906697	FBgn0092776
XM_014906698	FBgn0092776
XM_001963024	FBgn0092777
XM_014906699	FBgn0092777
XM_001963026	FBgn0092778
XM_001963029	FBgn0092779
XM_001963030	FBgn0092780
XM_001963035	FBgn0092782
XM_001963036	FBgn0092783
XM_001963037	FBgn0092784
XM_001963038	FBgn0092785
XM_001963039	FBgn0092786
XM_001963048	FBgn0092787
XM_001963052	FBgn0092788
XM_001963054	FBgn0092789
XM_001963057	FBgn0092790
XM_001963058	FBgn0092791
XM_014906700	FBgn0092791
XM_001963059	FBgn0092792
XM_001963060	FBgn0092793
XM_001963061	FBgn0092794
